ID,alternativeTitle,contactDetails,country,creationDate,creator,description,endDate,format,formatDetails,function,isbn,issn,language,name,releaseDate,sourceRecordLink,startDate,subTitle,title,type,url
KAFPD_F53071,,,,,,"NIGHT WE CALLED IT A DAY, THE (also known as ALL THE WAY) is an Australian Comedy film released in 2003. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0320159. Wikidata ID: Q4327809.",,,,,,,,"NIGHT WE CALLED IT A DAY, THE, 2003",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F58937,,,,,,"GATEWAY, THE (also known as ALPHA GATEWAY) is an Australian Sci-Fi film released in 2018. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt6179746. Wikidata ID: Q107570772.",,,,,,,,"GATEWAY, THE, 2018",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F62216,,,,,,"APOCALYPTIC (also known as APOCALYPSE CULT) is an Australian Drama, Horror film released in 2013. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt3237154. Wikidata ID: Q89489940.",,,,,,,,"APOCALYPTIC, 2013",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F24005,,,,,,"APOSTASY (also known as APOSTASY: A TWICE TOLD TALE IN BLACK, RED AND WHITE) is an Australian Drama film released in 1979. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt4729896. Wikidata ID: Q39074572.",,,,,,,,"APOSTASY, 1979",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F88704,,,,,,"48 SHADES (also known as AUSTRALIAN PIE: NAKED LOVE) is an Australian Comedy film released in 2006. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0476519. Wikidata ID: Q4638652.",,,,,,,,"48 SHADES, 2006",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F43095,,,,,,"BACKROADS (also known as BACK ROADS) is an Australian Action adventure, Drama film released in 1977. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0075716. Wikidata ID: Q4839718.",,,,,,,,"BACKROADS, 1977",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F27839,,,,,,"BALIBO (also known as BALIBO CONSPIRACY, THE) is an Australian Drama, Thriller film released in 2009. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1111876. Wikidata ID: Q2597292.",,,,,,,,"BALIBO, 2009",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F60412,,,,,,"SERIOUSLY RED (also known as BEING DOLLY) is an Australian Comedy, Romantic comedy film released in 2022. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt4586828. Wikidata ID: Q115145917.",,,,,,,,"SERIOUSLY RED, 2022",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F97294,,,,,,"NIEL LYNNE (also known as BEST ENEMIES) is an Australian Drama film released in 1985. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0125949. Wikidata ID: Q7031406.",,,,,,,,"NIEL LYNNE, 1985",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F66174,,,,,,"DEVIL IN THE FLESH (also known as BEYOND INNOCENCE) is an Australian Drama, Romance film released in 1989. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0097194. Wikidata ID: Q5267342.",,,,,,,,"DEVIL IN THE FLESH, 1989",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F35811,,,,,,"NEEDLE (also known as BLACK MAGIC) is an Australian Horror, Mystery film released in 2011. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1545315. Wikidata ID: Q6986572.",,,,,,,,"NEEDLE, 2011",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F51866,,,,,,"SALUTE OF THE JUGGER, THE (also known as BLOOD OF HEROES, THE) is an Australian Action, Sci-Fi, Sport film released in 1989. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0094764. Wikidata ID: Q1213701.",,,,,,,,"SALUTE OF THE JUGGER, THE, 1989",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F36874,,,,,,"BODYJACKERS (also known as BODY JACKERS) is an Australian Horror, Thriller film released in 2001. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0352213. Wikidata ID: Q127543373.",,,,,,,,"BODYJACKERS, 2001",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F93577,,,,,,"CITY LOOP (also known as BORED OLIVES) is an Australian Comedy film released in 1999. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0252327. Wikidata ID: Q5123285.",,,,,,,,"CITY LOOP, 1999",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F60681,,,,,,"TENDER HOOK, THE (also known as BOXER AND THE BOMBSHELL, THE) is an Australian Drama film released in 2008. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0452692. Wikidata ID: Q7768424.",,,,,,,,"TENDER HOOK, THE, 2008",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F47270,,,,,,"BOYTOWN (also known as BOY TOWN) is an Australian Comedy film released in 2006. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0472615. Wikidata ID: Q4952040.",,,,,,,,"BOYTOWN, 2006",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F37268,,,,,,"BREAKING LOOSE (also known as BREAKING LOOSE: SUMMER CITY II) is an Australian Action adventure film released in 1988. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0094795. Wikidata ID: Q4959559.",,,,,,,,"BREAKING LOOSE, 1988",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F61716,,,,,,"SIGNAL ONE (also known as BULLET DOWN UNDER) is an Australian Action adventure, Thriller film released in 1994. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0111185. Wikidata ID: Q7512687.",,,,,,,,"SIGNAL ONE, 1994",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F26943,,,,,,"OPEN WATER 3: CAGE DIVE (also known as CAGE DIVE) is an Australian Drama, Horror, Thriller film released in 2015. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt4126568. Wikidata ID: Q34557505.",,,,,,,,"OPEN WATER 3: CAGE DIVE, 2015",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F17044,,,,,,"CATERPILLAR WISH, THE (also known as CATERPILLAR WISH) is an Australian Drama film released in 2006. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0454096. Wikidata ID: Q7721707.",,,,,,,,"CATERPILLAR WISH, THE, 2006",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F51016,,,,,,"CENTRESPREAD (also known as CENTERSPREAD) is an Australian Drama film released in 1981. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0123648. Wikidata ID: Q5062701.",,,,,,,,"CENTRESPREAD, 1981",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F83208,,,,,,"HOBBY FARM (also known as CHAINED) is an Australian Crime, Drama film released in 2008. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1619834. Wikidata ID: Q127600821.",,,,,,,,"HOBBY FARM, 2008",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F21777,,,,,,"CHILDREN OF THE SILK ROAD, THE (also known as CHILDREN OF HUANG SHI, THE) is an Australian Drama film released in 2008. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0889588. Wikidata ID: Q164663.",,,,,,,,"CHILDREN OF THE SILK ROAD, THE, 2008",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F32666,,,,,,"MISTLETOE RANCH (also known as CHRISTMAS ON MISTLETOE FARM) is an Australian Romantic comedy film released in 2022. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt18180242. Wikidata ID: Q115402199.",,,,,,,,"MISTLETOE RANCH, 2022",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F26529,,,,,,"WHISTLEBLOWER, THE (also known as CHUI SHAO REN) is an Australian Action adventure, Drama film released in 2019. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt8971476. Wikidata ID: Q85877468.",,,,,,,,"WHISTLEBLOWER, THE, 2019",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F94172,,,,,,"TIM (also known as COLLEEN MCCULLOUGH'S TIM) is an Australian Drama film released in 1979. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0080024. Wikidata ID: Q546256.",,,,,,,,"TIM, 1979",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F16814,,,,,,"COMBINATION, THE: REDEMPTION (also known as COMBINATION 2, THE) is an Australian Drama film released in 2019. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt5492496. Wikidata ID: Q127600808.",,,,,,,,"COMBINATION, THE: REDEMPTION, 2019",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F47023,,,,,,"RA CHOI (also known as COMING OUT TO PLAY) is an Australian Crime, Drama film released in 2005. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0437450. Wikidata ID: Q7278357.",,,,,,,,"RA CHOI, 2005",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F81584,,,,,,"HOW TO BE A SEXSTAR (also known as CONFESSIONS OF A LADYKILLER) is an Australian Comedy film released in 2010. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1351235. Wikidata ID: Q127600668.",,,,,,,,"HOW TO BE A SEXSTAR, 2010",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F69095,,,,,,"KEVIN RAMPENBACKER AND THE ELECTRIC KETTLE (also known as COPS AND ROBBERS) is an Australian Action adventure, Comedy film released in 1994. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0125816. Wikidata ID: Q15039811.",,,,,,,,"KEVIN RAMPENBACKER AND THE ELECTRIC KETTLE, 1994",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F13626,,,,,,"NAKED WANDERER, THE (also known as CRAZY ABOUT YOU) is an Australian Romantic comedy film released in 2019. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt5277030. Wikidata ID: Q127600409.",,,,,,,,"NAKED WANDERER, THE, 2019",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F41623,,,,,,"TARNATION (also known as CREATURE CABIN) is an Australian Comedy, Horror film released in 2017. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt5569344. Wikidata ID: Q39073942.",,,,,,,,"TARNATION, 2017",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F52974,,,,,,"CRIMEBROKER (also known as CRIME BROKER) is an Australian Thriller film released in 1993. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0106622. Wikidata ID: Q15039812.",,,,,,,,"CRIMEBROKER, 1993",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F46684,,,,,,"CRIMETIME (also known as CRIME TIME) is an Australian Comedy, Crime film released in 1993. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0106623. Wikidata ID: Q5185511.",,,,,,,,"CRIMETIME, 1993",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F96533,,,,,,"WANNABES, THE (also known as CRIMINAL WAYS) is an Australian Comedy film released in 2003. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0331072. Wikidata ID: Q7773437.",,,,,,,,"WANNABES, THE, 2003",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F97406,,,,,,"CROCODILE DUNDEE IN LOS ANGELES (also known as CROCODILE DUNDEE III) is an Australian Action adventure, Comedy film released in 2001. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0231402. Wikidata ID: Q1140744.",,,,,,,,"CROCODILE DUNDEE IN LOS ANGELES, 2001",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F61410,,,,,,"CROSSTALK (also known as CROSS TALK) is an Australian Horror, Thriller film released in 1982. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0083771. Wikidata ID: Q5188864.",,,,,,,,"CROSSTALK, 1982",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F18497,,,,,,"EVIL ANGELS (also known as CRY IN THE DARK, A) is an Australian Biography, Drama film released in 1988. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0094924. Wikidata ID: Q1249239.",,,,,,,,"EVIL ANGELS, 1988",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F68389,,,,,,"INSPECTOR SHANAHAN MYSTERIES, THE: THE CULT OF DEATH (also known as CULT OF DEATH, THE) is an Australian Crime, Thriller film released in 1992. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt27403971. Wikidata ID: Q127543310.",,,,,,,,"INSPECTOR SHANAHAN MYSTERIES, THE: THE CULT OF DEATH, 1992",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F91020,,,,,,"DANCE ACADEMY (also known as DANCE ACADEMY: THE MOVIE; DANCE ACADEMY: THE COMEBACK) is an Australian Family film released in 2017. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt5834660. Wikidata ID: Q41783910.",,,,,,,,"DANCE ACADEMY, 2017",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F30469,,,,,,"DANGER CLOSE: THE BATTLE OF LONG TAN (also known as DANGER CLOSE) is an Australian Drama film released in 2019. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0441881. Wikidata ID: Q60590159.",,,,,,,,"DANGER CLOSE: THE BATTLE OF LONG TAN, 2019",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F45484,,,,,,"LUCKY COUNTRY (also known as DARK FRONTIER; HOME) is an Australian Thriller film released in 2009. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1270090. Wikidata ID: Q6697875.",,,,,,,,"LUCKY COUNTRY, 2009",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F85115,,,,,,"MANGANINNIE (also known as DARKENING FLAME) is an Australian Adventure, Drama, History film released in 1980. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0081111. Wikidata ID: Q6748794.",,,,,,,,"MANGANINNIE, 1980",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F34668,,,,,,"CLUB, THE (also known as DAVID WILLIAMSON'S THE CLUB) is an Australian Comedy film released in 1980. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0080546. Wikidata ID: Q7723514.",,,,,,,,"CLUB, THE, 1980",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F92716,,,,,,"SNAPSHOT (also known as DAY AFTER HALLOWEEN, THE; DAY BEFORE HALLOWEEN, THE; NIGHT AFTER HALLOWEEN, THE; ONE MORE MINUTE) is an Australian Horror, Thriller film released in 1979. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0079917. Wikidata ID: Q7547366.",,,,,,,,"SNAPSHOT, 1979",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F76469,,,,,,"BLACKFELLAS (also known as DAY OF THE DOG) is an Australian Drama film released in 1993. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0106675. Wikidata ID: Q4922836.",,,,,,,,"BLACKFELLAS, 1993",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F97148,,,,,,"DIRECTOR'S CUT, THE (also known as DEAD SET) is an Australian Comedy, Horror film released in 2009. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1371623. Wikidata ID: Q127543574.",,,,,,,,"DIRECTOR'S CUT, THE, 2009",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F92249,,,,,,"FINAL CUT (also known as DEATH GAMES) is an Australian Thriller film released in 1980. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0080737. Wikidata ID: Q5449370.",,,,,,,,"FINAL CUT, 1980",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F88578,,,,,,"LEMON TREE PASSAGE (also known as DEATH PASSAGE) is an Australian Horror, Thriller film released in 2014. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt2396436. Wikidata ID: Q18166039.",,,,,,,,"LEMON TREE PASSAGE, 2014",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F32089,,,,,,"SURFER, THE (also known as DEATH WAVE) is an Australian Crime film released in 1988. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0092031. Wikidata ID: Q7767517.",,,,,,,,"SURFER, THE, 1988",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F44923,,,,,,"MAX'S DREAMING (also known as DEEPER THAN BLUE) is an Australian Comedy film released in 2002. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0301610. Wikidata ID: Q127600651.",,,,,,,,"MAX'S DREAMING, 2002",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F99030,,,,,,"DEMONSAMONGUS (also known as DEMONS AMONG US, THE) is an Australian Horror film released in 2006. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0869039. Wikidata ID: Q127600264.",,,,,,,,"DEMONSAMONGUS, 2006",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F74538,,,,,,"DE VIL'S TAS MANIA (also known as DEVIL'S TASMANIA) is an Australian Action adventure, Family film released in 1993. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1773114. Wikidata ID: Q127599760.",,,,,,,,"DE VIL'S TAS MANIA, 1993",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F28970,,,,,,"TRUE STORY OF ESKIMO NELL, THE (also known as DICK DOWN UNDER) is an Australian Comedy film released in 1975. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0131078. Wikidata ID: Q12129827.",,,,,,,,"TRUE STORY OF ESKIMO NELL, THE, 1975",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F98697,,,,,,"DIGITAL ATHLETES (also known as DIGITAL ATHLETES: THE ROAD TO SEAT LEAGUE) is an Australian Comedy film released in 2017. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt4841808. Wikidata ID: Q127543797.",,,,,,,,"DIGITAL ATHLETES, 2017",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F71293,,,,,,"SIT. STAY. LOVE. (also known as DOG DAYS OF CHRISTMAS, THE) is an Australian Romantic comedy film released in 2020. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt13142446. Wikidata ID: Q115802757.",,,,,,,,"SIT. STAY. LOVE., 2020",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F13393,,,,,,"MAN FROM HONG KONG, THE (also known as DRAGON FLIES, THE) is an Australian Crime film released in 1975. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0073343. Wikidata ID: Q7750035.",,,,,,,,"MAN FROM HONG KONG, THE, 1975",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F86802,,,,,,"PREY (also known as DREAMTIME'S OVER) is an Australian History, Horror, Thriller film released in 2009. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt1024232. Wikidata ID: Q7242453.",,,,,,,,"PREY, 2009",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F98158,,,,,,"DROVER'S WIFE, THE (also known as DROVER'S WIFE, THE: THE LEGEND OF MOLLY JOHNSON) is an Australian Thriller, Western film released in 2022. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt11162490. Wikidata ID: Q106093003.",,,,,,,,"DROVER'S WIFE, THE, 2022",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F41942,,,,,,"DUMB CRIMINALS (also known as DUMB CRIMINALS: THE MOVIE) is an Australian Comedy film released in 2015. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt4734082. Wikidata ID: Q127600754.",,,,,,,,"DUMB CRIMINALS, 2015",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F68992,,,,,,"SPOTSWOOD (also known as EFFICIENCY EXPERT, THE) is an Australian Comedy film released in 1992. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0102969. Wikidata ID: Q4431081.",,,,,,,,"SPOTSWOOD, 1992",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F84958,,,,,,"TURKEY SHOOT (also known as ELIMINATION GAME) is an Australian Action adventure, Thriller film released in 2014. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt3816614. Wikidata ID: Q18611459.",,,,,,,,"TURKEY SHOOT, 2014",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F49223,,,,,,"INCIDENT AT RAVEN'S GATE (also known as ENCOUNTER AT RAVEN'S GATE) is an Australian Horror, Sci-Fi, Thriller film released in 1989. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0095098. Wikidata ID: Q6014570.",,,,,,,,"INCIDENT AT RAVEN'S GATE, 1989",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F95922,,,,,,"ENCOUNTERS (also known as ENCOUNTERS - SPEED DATING CAN HURT) is an Australian Drama film released in 2006. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0455459. Wikidata ID: Q127600267.",,,,,,,,"ENCOUNTERS, 2006",,https://zenodo.org/records/13994280,,,,Feature Film,
KAFPD_F27040,,,,,,"END PLAY (also known as ENDPLAY) is an Australian Horror, Thriller film released in 1975. This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. IMBD ID: tt0072938. Wikidata ID: Q5375802.",,,,,,,,"END PLAY, 1975",,https://zenodo.org/records/13994280,,,,Feature Film,
